complaint_id,created_at,language,complaint_text,normalized_text,category,department,priority,location_type,specific_location,affected_population,safety_flag,repeat_count,is_duplicate,duplicate_of_id,resolution_time_hours,status,resolution_notes
CMP-03688,2026-01-16 15:37:00,ta,ஈஆர்பி உள்நுழைவு தோல்வியடைந்தது பிரச்சனை Central Library Reading Hall இடத்தில் உள்ளது.,ஈஆர ப உள ந ழ வ த ல வ யட ந தத ப ரச சன central library reading hall இடத த ல உள ளத,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Central Library Reading Hall,40,0,3,1,CMP-02298,13.84,In Progress,
CMP-00149,2026-01-16 20:05:00,ta_en,"Route 3 Bus Stop la bus route notice illama change pannitanga, immediate ah solve pannunga.",route 3 bus stop la bus route notice illama change pannitanga immediate ah solve pannunga,Transport and Parking,Transport Cell,Medium,Parking,Route 3 Bus Stop,78,0,2,0,,31.39,Open,
CMP-01374,2026-01-16 20:22:00,en,Please check the water tank is overflowing at Hostel Block A.,please check the water tank is overflowing at hostel block a,Water and Plumbing,Plumbing and Civil Maintenance,High,Canteen,Hostel Block A,53,0,2,0,,3.63,Open,
CMP-03686,2026-01-17 00:07:00,ta,Computer Laboratory இல் குழல் விளக்கு மின்னுகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,computer laboratory இல க ழல வ ளக க ம ன ன க றத உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Medium,Hostel,Computer Laboratory,218,0,1,1,CMP-02685,16.89,Resolved,Synthetic resolution record
CMP-03172,2026-01-17 04:43:00,ta_en,Engineering Block la fan work aagala. Please check pannunga.,engineering block la fan work aagala please check pannunga,Electrical and Power,Electrical Maintenance,Low,Hostel,Engineering Block,165,0,3,1,CMP-01939,6.65,Resolved,Synthetic resolution record
CMP-00962,2026-01-17 09:30:00,en,Urgent attention is needed because the hostel room is not cleaned in Boys Hostel Block A.,urgent attention is needed because the hostel room is not cleaned in boys hostel block a,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block A,157,0,1,0,,39.29,Resolved,Synthetic resolution record
CMP-02903,2026-01-17 10:36:00,ta_en,"Route 3 Bus Stop la parking space illa, immediate ah solve pannunga.",route 3 bus stop la parking space illa immediate ah solve pannunga,Transport and Parking,Transport Cell,High,Parking,Route 3 Bus Stop,47,0,2,0,,20.81,Open,
CMP-01128,2026-01-17 10:54:00,en,There is a problem because the cupboard lock is not working at Boys Hostel Block B.,there is a problem because the cupboard lock is not working at boys hostel block b,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,206,0,0,0,,41.78,Resolved,Synthetic resolution record
CMP-01735,2026-01-17 12:24:00,ta,Hostel Block A பகுதியில் மின்சாரம் இல்லை. தயவுசெய்து சரிசெய்யவும்.,hostel block a பக த ய ல ம ன ச ரம இல ல தயவ ச ய த சர ச ய யவ ம,Electrical and Power,Electrical Maintenance,Medium,Classroom,Hostel Block A,64,0,2,0,,18.55,Resolved,Synthetic resolution record
CMP-00406,2026-01-17 12:30:00,en,Please check the air conditioner is not working at AI Laboratory.,please check the air conditioner is not working at ai laboratory,Classroom and Laboratory,Academic Infrastructure,High,Classroom,AI Laboratory,69,0,0,0,,28.05,In Progress,
CMP-03071,2026-01-17 12:46:00,en,I want to report that the electrical switch is damaged in C-204.,i want to report that the electrical switch is damaged in c 204,Electrical and Power,Electrical Maintenance,Critical,Classroom,C-204,30,1,2,1,CMP-01006,4.84,Resolved,Synthetic resolution record
CMP-01309,2026-01-17 13:50:00,ta_en,Electronics Laboratory la lab equipment work aagala. Please check pannunga.,electronics laboratory la lab equipment work aagala please check pannunga,Classroom and Laboratory,Academic Infrastructure,Critical,Classroom,Electronics Laboratory,41,0,0,0,,10.81,Resolved,Synthetic resolution record
CMP-01965,2026-01-17 14:08:00,ta_en,washroom clean pannala at Parking Area. Kindly action edunga.,washroom clean pannala at parking area kindly action edunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Parking Area,29,0,1,0,,7.17,Resolved,Synthetic resolution record
CMP-00520,2026-01-17 14:57:00,en,Please check the ceiling fan is not working at Computer Laboratory.,please check the ceiling fan is not working at computer laboratory,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Computer Laboratory,45,0,1,0,,29.53,Open,
CMP-01627,2026-01-17 15:06:00,en,Urgent attention is needed because the air conditioner is not working in C-204.,urgent attention is needed because the air conditioner is not working in c 204,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,C-204,33,0,0,0,,8.7,Open,
CMP-02460,2026-01-17 15:11:00,en,There is a problem because the marksheet correction request is pending at Student Service Centre.,there is a problem because the marksheet correction request is pending at student service centre,Administration and Documents,Administrative Office,Low,Office,Student Service Centre,2,0,0,0,,81.49,Resolved,Synthetic resolution record
CMP-03790,2026-01-17 17:32:00,ta_en,Engineering Block la washroom tap broken ah iruku. Please check pannunga.,engineering block la washroom tap broken ah iruku please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Engineering Block,216,0,2,1,CMP-02367,4.0,Open,
CMP-03209,2026-01-17 17:59:00,en,There is a problem because there is a power outage at C-305.,there is a problem because there is a power outage at c 305,Electrical and Power,Electrical Maintenance,Low,Classroom,C-305,64,0,1,1,CMP-02515,18.72,Open,
CMP-03669,2026-01-17 18:18:00,ta_en,Main Canteen area la drinking water dispenser work aagala.,main canteen area la drinking water dispenser work aagala,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,63,1,3,1,CMP-00428,9.91,Closed,Synthetic resolution record
CMP-00938,2026-01-17 20:27:00,ta_en,room clean pannala at Girls Hostel Block B. Kindly action edunga.,room clean pannala at girls hostel block b kindly action edunga,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block B,44,0,2,0,,76.86,Resolved,Synthetic resolution record
CMP-02323,2026-01-17 20:51:00,ta,College Entrance இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,college entrance இல வள க ப ர ந த த மதம க வந தத உடனட ய க நடவட க க எட க கவ ம,Transport and Parking,Transport Cell,Low,Campus Road,College Entrance,90,0,1,0,,32.52,Resolved,Synthetic resolution record
CMP-03622,2026-01-18 05:37:00,ta,தண்ணீர் வழங்கல் இல்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,தண ண ர வழங கல இல ல ப ரச சன hostel block b இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,High,Canteen,Hostel Block B,74,0,2,1,CMP-01427,10.65,In Progress,
CMP-00216,2026-01-18 08:16:00,ta_en,Boys Hostel Washroom la garbage accumulate aagiruku. Please check pannunga.,boys hostel washroom la garbage accumulate aagiruku please check pannunga,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Boys Hostel Washroom,40,0,0,0,,28.52,In Progress,
CMP-00004,2026-01-18 08:42:00,ta,Computer Laboratory இல் ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,computer laboratory இல ப ர ஜ க டர க ட ச அள க கவ ல ல உடனட ய க நடவட க க எட க கவ ம,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,25,0,0,0,,47.74,In Progress,
CMP-02573,2026-01-18 08:43:00,ta,வைஃபை வேலை செய்யவில்லை பிரச்சனை Central Library இடத்தில் உள்ளது.,வ ஃப வ ல ச ய யவ ல ல ப ரச சன central library இடத த ல உள ளத,Wi-Fi and IT Services,IT Support and Network Cell,High,Library,Central Library,132,0,1,0,,22.92,Resolved,Synthetic resolution record
CMP-01163,2026-01-18 09:37:00,en,Please check there is a broken glass panel at Library Entrance.,please check there is a broken glass panel at library entrance,Safety and Security,Security Office,Medium,Campus Road,Library Entrance,147,1,0,0,,1.45,In Progress,
CMP-02648,2026-01-18 09:50:00,en,There is a problem because the classroom has poor ventilation at AI Laboratory.,there is a problem because the classroom has poor ventilation at ai laboratory,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,AI Laboratory,45,0,0,0,,6.09,Resolved,Synthetic resolution record
CMP-00814,2026-01-18 10:18:00,ta,மாணவர் தளம் திறக்கவில்லை பிரச்சனை AI Laboratory இடத்தில் உள்ளது.,ம ணவர தளம த றக கவ ல ல ப ரச சன ai laboratory இடத த ல உள ளத,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,AI Laboratory,56,0,0,0,,7.4,Resolved,Synthetic resolution record
CMP-02100,2026-01-18 10:36:00,ta_en,water supply varala at Boys Hostel Washroom. Kindly action edunga.,water supply varala at boys hostel washroom kindly action edunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Boys Hostel Washroom,126,0,2,0,,4.48,Resolved,Synthetic resolution record
CMP-02119,2026-01-18 10:56:00,en,Urgent attention is needed because the campus street light is not working in Library Entrance.,urgent attention is needed because the campus street light is not working in library entrance,Safety and Security,Security Office,Critical,Campus Road,Library Entrance,134,1,2,0,,3.37,Resolved,Synthetic resolution record
CMP-02385,2026-01-18 11:26:00,ta_en,food price wrong ah iruku at Main Canteen. Kindly action edunga.,food price wrong ah iruku at main canteen kindly action edunga,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,34,0,2,0,,8.86,Resolved,Synthetic resolution record
CMP-03815,2026-01-18 12:20:00,ta,Examination Cell பகுதியில் உதவித்தொகை நிலை புதுப்பிக்கப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,examination cell பக த ய ல உதவ த த க ந ல ப த ப ப க கப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Administration and Documents,Administrative Office,Low,Office,Examination Cell,4,0,3,1,CMP-01579,98.15,In Progress,
CMP-03135,2026-01-18 13:05:00,en,I want to report that the cupboard lock is not working in Girls Hostel Block B.,i want to report that the cupboard lock is not working in girls hostel block b,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block B,113,0,3,1,CMP-00938,23.18,Open,
CMP-03607,2026-01-18 13:51:00,ta,ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை பிரச்சனை AI Laboratory இடத்தில் உள்ளது.,ப ர ஜ க டர க ட ச அள க கவ ல ல ப ரச சன ai laboratory இடத த ல உள ளத,Classroom and Laboratory,Academic Infrastructure,Critical,Laboratory,AI Laboratory,47,0,1,1,CMP-02935,6.39,Closed,Synthetic resolution record
CMP-01272,2026-01-18 16:13:00,ta,கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை பிரச்சனை Scholarship Office இடத்தில் உள்ளது.,கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல ப ரச சன scholarship office இடத த ல உள ளத,Administration and Documents,Administrative Office,Low,Office,Scholarship Office,18,0,0,0,,153.65,Open,
CMP-01156,2026-01-18 19:14:00,en,Urgent attention is needed because the staircase railing is loose in Campus Road.,urgent attention is needed because the staircase railing is loose in campus road,Safety and Security,Security Office,Critical,Parking,Campus Road,81,1,2,0,,3.18,Resolved,Synthetic resolution record
CMP-02445,2026-01-18 19:58:00,ta_en,Girls Hostel Block B area la room clean pannala.,girls hostel block b area la room clean pannala,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block B,209,0,0,0,,13.34,In Progress,
CMP-03137,2026-01-19 07:44:00,ta,Parking Area பகுதியில் குப்பை இடத்தின் அருகில் துர்நாற்றம் உள்ளது. தயவுசெய்து சரிசெய்யவும்.,parking area பக த ய ல க ப ப இடத த ன அர க ல த ர ந ற றம உள ளத தயவ ச ய த சர ச ய யவ ம,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Parking Area,18,0,2,1,CMP-01965,11.67,In Progress,
CMP-01392,2026-01-19 08:03:00,ta_en,Boys Hostel Washroom area la corridor dirty ah iruku.,boys hostel washroom area la corridor dirty ah iruku,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Washroom,Boys Hostel Washroom,87,0,1,0,,17.36,Open,
CMP-02592,2026-01-19 10:42:00,ta_en,"Main Parking Area la bus romba crowded ah iruku, immediate ah solve pannunga.",main parking area la bus romba crowded ah iruku immediate ah solve pannunga,Transport and Parking,Transport Cell,Medium,Campus Road,Main Parking Area,102,0,1,0,,22.69,In Progress,
CMP-01767,2026-01-19 10:43:00,ta,Academic Office இல் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,academic office இல கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Administration and Documents,Administrative Office,Low,Office,Academic Office,24,0,1,0,,179.77,Open,
CMP-01897,2026-01-19 11:09:00,ta,Girls Hostel Washroom இல் குப்பை குவிந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,girls hostel washroom இல க ப ப க வ ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Girls Hostel Washroom,59,0,1,0,,10.91,Closed,Synthetic resolution record
CMP-00371,2026-01-19 12:04:00,ta,கழிவறை சுத்தம் செய்யப்படவில்லை பிரச்சனை Parking Area இடத்தில் உள்ளது.,கழ வற ச த தம ச ய யப படவ ல ல ப ரச சன parking area இடத த ல உள ளத,Cleanliness and Waste,Housekeeping and Sanitation,Low,Canteen,Parking Area,54,0,0,0,,4.9,In Progress,
CMP-02851,2026-01-19 13:07:00,en,Urgent attention is needed because the marksheet correction request is pending in Academic Office.,urgent attention is needed because the marksheet correction request is pending in academic office,Administration and Documents,Administrative Office,High,Office,Academic Office,15,0,1,0,,59.28,Open,
CMP-00646,2026-01-19 13:08:00,en,Urgent attention is needed because there is no parking space available in College Entrance.,urgent attention is needed because there is no parking space available in college entrance,Transport and Parking,Transport Cell,Medium,Parking,College Entrance,35,0,2,0,,7.54,Open,
CMP-00336,2026-01-19 16:18:00,en,Please check the food appears unhygienic at North Canteen.,please check the food appears unhygienic at north canteen,Food and Canteen,Canteen Committee,Low,Canteen,North Canteen,95,0,1,0,,36.87,Resolved,Synthetic resolution record
CMP-00215,2026-01-19 16:56:00,ta_en,wifi work aagala at AI Laboratory. Kindly action edunga.,wifi work aagala at ai laboratory kindly action edunga,Wi-Fi and IT Services,IT Support and Network Cell,High,Library,AI Laboratory,121,0,0,0,,5.35,Resolved,Synthetic resolution record
CMP-00447,2026-01-19 17:46:00,ta_en,Main Canteen area la food price wrong ah iruku.,main canteen area la food price wrong ah iruku,Food and Canteen,Canteen Committee,Low,Canteen,Main Canteen,34,0,1,0,,28.77,Resolved,Synthetic resolution record
CMP-02470,2026-01-19 18:53:00,en,Urgent attention is needed because the fee payment is not updated in the portal in Examination Cell.,urgent attention is needed because the fee payment is not updated in the portal in examination cell,Administration and Documents,Administrative Office,Low,Office,Examination Cell,18,0,0,0,,86.33,In Progress,
CMP-01080,2026-01-19 19:19:00,ta_en,AI Laboratory area la lab computer network connect aagala.,ai laboratory area la lab computer network connect aagala,Wi-Fi and IT Services,IT Support and Network Cell,Low,Hostel,AI Laboratory,97,0,0,0,,39.73,Open,
CMP-01950,2026-01-19 19:59:00,en,Please check the marksheet correction request is pending at Scholarship Office.,please check the marksheet correction request is pending at scholarship office,Administration and Documents,Administrative Office,Low,Office,Scholarship Office,25,0,1,0,,124.97,Resolved,Synthetic resolution record
CMP-01376,2026-01-19 20:27:00,ta,Hostel Block A இல் மின்சாரம் இல்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel block a இல ம ன ச ரம இல ல உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Low,Classroom,Hostel Block A,68,0,2,0,,6.06,In Progress,
CMP-03765,2026-01-19 20:44:00,ta,Library Entrance இல் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. உடனடியாக நடவடிக்கை எடுக்கவும்.,library entrance இல ம ன பலக ய ன அர க ல தண ண ர கச க றத உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,Medium,Campus Road,Library Entrance,158,1,1,1,CMP-01163,4.08,In Progress,
CMP-03275,2026-01-19 22:23:00,ta_en,current supply illa at Computer Laboratory. Kindly action edunga.,current supply illa at computer laboratory kindly action edunga,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Computer Laboratory,74,0,2,1,CMP-00520,14.4,Resolved,Synthetic resolution record
CMP-03753,2026-01-20 02:25:00,en,I want to report that there is no parking space available in College Entrance.,i want to report that there is no parking space available in college entrance,Transport and Parking,Transport Cell,Low,Campus Road,College Entrance,32,0,2,1,CMP-02323,35.59,In Progress,
CMP-01814,2026-01-20 08:08:00,ta_en,Boys Hostel Washroom area la toilet block aagiruku.,boys hostel washroom area la toilet block aagiruku,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Boys Hostel Washroom,111,0,1,0,,10.63,Closed,Synthetic resolution record
CMP-02616,2026-01-20 08:28:00,en,There is a problem because the bus is overcrowded at Main Parking Area.,there is a problem because the bus is overcrowded at main parking area,Transport and Parking,Transport Cell,High,Parking,Main Parking Area,32,0,2,0,,24.0,Open,
CMP-03604,2026-01-20 09:35:00,en,Urgent attention is needed because the ceiling fan is not working in Hostel Block A.,urgent attention is needed because the ceiling fan is not working in hostel block a,Electrical and Power,Electrical Maintenance,Low,Classroom,Hostel Block A,31,0,3,1,CMP-01376,24.76,Open,
CMP-01178,2026-01-20 09:36:00,en,I want to report that the fee payment is not updated in the portal in Student Service Centre.,i want to report that the fee payment is not updated in the portal in student service centre,Administration and Documents,Administrative Office,Low,Office,Student Service Centre,14,0,0,0,,170.59,In Progress,
CMP-01232,2026-01-20 09:42:00,en,There is a problem because water is leaking near an electrical panel at Hostel Block B.,there is a problem because water is leaking near an electrical panel at hostel block b,Safety and Security,Security Office,High,Hostel,Hostel Block B,26,1,0,0,,0.81,Resolved,Synthetic resolution record
CMP-03425,2026-01-20 09:46:00,en,I want to report that there is a bad smell near the waste area in Parking Area.,i want to report that there is a bad smell near the waste area in parking area,Cleanliness and Waste,Housekeeping and Sanitation,Low,Canteen,Parking Area,102,0,1,1,CMP-00371,32.16,Resolved,Synthetic resolution record
CMP-03168,2026-01-20 10:17:00,en,Urgent attention is needed because the classroom bench is broken in Electronics Laboratory.,urgent attention is needed because the classroom bench is broken in electronics laboratory,Classroom and Laboratory,Academic Infrastructure,Critical,Classroom,Electronics Laboratory,35,0,1,1,CMP-01309,8.67,Resolved,Synthetic resolution record
CMP-00210,2026-01-20 10:37:00,en,Urgent attention is needed because the Wi-Fi is not working in Central Library.,urgent attention is needed because the wi fi is not working in central library,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Central Library,22,0,0,0,,2.13,Open,
CMP-03513,2026-01-20 11:09:00,ta_en,Hostel Block A la fan work aagala. Please check pannunga.,hostel block a la fan work aagala please check pannunga,Electrical and Power,Electrical Maintenance,Medium,Classroom,Hostel Block A,57,0,3,1,CMP-01735,12.72,Resolved,Synthetic resolution record
CMP-03131,2026-01-20 11:49:00,ta,Boys Hostel Washroom இல் தண்ணீர் வழங்கல் இல்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,boys hostel washroom இல தண ண ர வழங கல இல ல உடனட ய க நடவட க க எட க கவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Boys Hostel Washroom,242,0,2,1,CMP-01814,7.85,Resolved,Synthetic resolution record
CMP-02116,2026-01-20 12:12:00,en,Urgent attention is needed because the student portal is not loading in Central Library Reading Hall.,urgent attention is needed because the student portal is not loading in central library reading hall,Wi-Fi and IT Services,IT Support and Network Cell,High,Hostel,Central Library Reading Hall,99,0,0,0,,5.77,Closed,Synthetic resolution record
CMP-01069,2026-01-20 12:26:00,en,Please check there is a power outage at Engineering Block.,please check there is a power outage at engineering block,Electrical and Power,Electrical Maintenance,High,Campus Building,Engineering Block,126,0,2,0,,18.05,In Progress,
CMP-02163,2026-01-20 12:47:00,ta,அறிவிப்பின்றி பேருந்து பாதை மாற்றப்பட்டது பிரச்சனை Route 2 Bus Stop இடத்தில் உள்ளது.,அற வ ப ப ன ற ப ர ந த ப த ம ற றப பட டத ப ரச சன route 2 bus stop இடத த ல உள ளத,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,112,0,2,0,,16.63,Resolved,Synthetic resolution record
CMP-02353,2026-01-20 16:14:00,en,There is a problem because the washroom tap is broken at Engineering Block.,there is a problem because the washroom tap is broken at engineering block,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Canteen,Engineering Block,71,0,2,0,,15.53,Closed,Synthetic resolution record
CMP-01252,2026-01-20 17:04:00,en,Urgent attention is needed because the cupboard lock is not working in Girls Hostel Block A.,urgent attention is needed because the cupboard lock is not working in girls hostel block a,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block A,146,0,2,0,,42.23,Resolved,Synthetic resolution record
CMP-03507,2026-01-20 17:13:00,ta,Engineering Block இல் மின்விசிறி வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,engineering block இல ம ன வ ச ற வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,High,Campus Building,Engineering Block,147,0,3,1,CMP-01069,15.05,Closed,Synthetic resolution record
CMP-01123,2026-01-20 17:18:00,en,Urgent attention is needed because there is a bad smell near the waste area in Academic Block Corridor.,urgent attention is needed because there is a bad smell near the waste area in academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Academic Block Corridor,35,0,1,0,,17.7,Resolved,Synthetic resolution record
CMP-03850,2026-01-20 18:47:00,ta,அறை கதவு பூட்டு உடைந்துள்ளது பிரச்சனை Girls Hostel Block B இடத்தில் உள்ளது.,அற கதவ ப ட ட உட ந த ள ளத ப ரச சன girls hostel block b இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block B,152,0,1,1,CMP-02445,23.11,Resolved,Synthetic resolution record
CMP-03866,2026-01-20 18:55:00,ta,ப்ரொஜெக்டர் காட்சி அளிக்கவில்லை பிரச்சனை AI Laboratory இடத்தில் உள்ளது.,ப ர ஜ க டர க ட ச அள க கவ ல ல ப ரச சன ai laboratory இடத த ல உள ளத,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,AI Laboratory,20,0,1,1,CMP-02648,13.22,Resolved,Synthetic resolution record
CMP-02795,2026-01-20 20:17:00,ta_en,Route 3 Bus Stop la campus bus late ah vandhuchu. Please check pannunga.,route 3 bus stop la campus bus late ah vandhuchu please check pannunga,Transport and Parking,Transport Cell,Low,Parking,Route 3 Bus Stop,54,0,1,0,,25.89,Closed,Synthetic resolution record
CMP-03136,2026-01-20 20:45:00,en,Urgent attention is needed because the Wi-Fi is not working in AI Laboratory.,urgent attention is needed because the wi fi is not working in ai laboratory,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,AI Laboratory,74,0,1,1,CMP-00814,18.51,Resolved,Synthetic resolution record
CMP-00114,2026-01-21 08:16:00,ta,Hostel Room 214 பகுதியில் மெத்தை சேதமடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,hostel room 214 பக த ய ல ம த த ச தமட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Hostel and Accommodation,Hostel Administration,Low,Hostel,Hostel Room 214,160,0,0,0,,92.49,In Progress,
CMP-01550,2026-01-21 11:44:00,ta_en,Accounts Office area la scholarship status update aagala.,accounts office area la scholarship status update aagala,Administration and Documents,Administrative Office,High,Office,Accounts Office,19,0,1,0,,38.2,Resolved,Synthetic resolution record
CMP-00314,2026-01-21 12:54:00,ta,குப்பை இடத்தின் அருகில் துர்நாற்றம் உள்ளது பிரச்சனை Girls Hostel Washroom இடத்தில் உள்ளது.,க ப ப இடத த ன அர க ல த ர ந ற றம உள ளத ப ரச சன girls hostel washroom இடத த ல உள ளத,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Hostel,Girls Hostel Washroom,70,0,0,0,,9.0,Open,
CMP-03086,2026-01-21 13:01:00,ta_en,fee payment portal la update aagala at Scholarship Office. Kindly action edunga.,fee payment portal la update aagala at scholarship office kindly action edunga,Administration and Documents,Administrative Office,Low,Office,Scholarship Office,23,0,1,1,CMP-01272,180.74,Closed,Synthetic resolution record
CMP-01458,2026-01-21 13:39:00,en,There is a problem because the bus route was changed without notice at Route 3 Bus Stop.,there is a problem because the bus route was changed without notice at route 3 bus stop,Transport and Parking,Transport Cell,Medium,Parking,Route 3 Bus Stop,88,0,1,0,,20.17,In Progress,
CMP-02436,2026-01-21 14:05:00,ta_en,"Library Entrance la unauthorized person hostel area la vandhirukanga, immediate ah solve pannunga.",library entrance la unauthorized person hostel area la vandhirukanga immediate ah solve pannunga,Safety and Security,Security Office,Critical,Hostel,Library Entrance,49,1,0,0,,3.18,Resolved,Synthetic resolution record
CMP-01544,2026-01-21 17:15:00,ta_en,Hostel Block A area la student portal load aagala.,hostel block a area la student portal load aagala,Wi-Fi and IT Services,IT Support and Network Cell,Low,Classroom,Hostel Block A,59,0,2,0,,6.5,In Progress,
CMP-01847,2026-01-21 18:07:00,en,Urgent attention is needed because the air conditioner is not working in Computer Laboratory.,urgent attention is needed because the air conditioner is not working in computer laboratory,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,Computer Laboratory,64,0,0,0,,34.52,Resolved,Synthetic resolution record
CMP-01690,2026-01-21 18:36:00,ta_en,"Computer Laboratory la corridor light eriyala, immediate ah solve pannunga.",computer laboratory la corridor light eriyala immediate ah solve pannunga,Electrical and Power,Electrical Maintenance,High,Classroom,Computer Laboratory,56,0,2,0,,3.98,Resolved,Synthetic resolution record
CMP-01375,2026-01-21 19:56:00,ta,அறை கதவு பூட்டு உடைந்துள்ளது பிரச்சனை Girls Hostel Block A இடத்தில் உள்ளது.,அற கதவ ப ட ட உட ந த ள ளத ப ரச சன girls hostel block a இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block A,112,0,0,0,,33.04,Resolved,Synthetic resolution record
CMP-00547,2026-01-21 20:30:00,ta_en,"Route 3 Bus Stop la bus romba crowded ah iruku, immediate ah solve pannunga.",route 3 bus stop la bus romba crowded ah iruku immediate ah solve pannunga,Transport and Parking,Transport Cell,Medium,Campus Road,Route 3 Bus Stop,57,0,1,0,,25.03,In Progress,
CMP-00526,2026-01-21 20:31:00,ta,அறை சுத்தம் செய்யப்படவில்லை பிரச்சனை Boys Hostel Block A இடத்தில் உள்ளது.,அற ச த தம ச ய யப படவ ல ல ப ரச சன boys hostel block a இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block A,125,0,1,0,,59.65,In Progress,
CMP-01413,2026-01-21 20:55:00,en,Please check the air conditioner is not working at C-204.,please check the air conditioner is not working at c 204,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,C-204,46,0,0,0,,33.06,In Progress,
CMP-03256,2026-01-21 21:22:00,ta_en,Academic Block Corridor la washroom clean pannala. Please check pannunga.,academic block corridor la washroom clean pannala please check pannunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Academic Block Corridor,133,0,2,1,CMP-01123,12.44,In Progress,
CMP-03529,2026-01-21 21:22:00,ta,Route 3 Bus Stop இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,route 3 bus stop இல வள க ப ர ந த த மதம க வந தத உடனட ய க நடவட க க எட க கவ ம,Transport and Parking,Transport Cell,Medium,Parking,Route 3 Bus Stop,111,0,2,1,CMP-01458,12.85,Open,
