complaint_id,complaint_text,normalized_text,category,department,priority,location_type,specific_location,is_duplicate,duplicate_of_id
CMP-00276,Please check the ceiling fan is not working at Computer Laboratory.,please check the ceiling fan is not working at computer laboratory,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Computer Laboratory,0,
CMP-00900,I want to report that the washroom has not been cleaned in Boys Hostel Washroom.,i want to report that the washroom has not been cleaned in boys hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Boys Hostel Washroom,0,
CMP-02956,There is a problem because the toilet is blocked at Boys Hostel Washroom.,there is a problem because the toilet is blocked at boys hostel washroom,Water and Plumbing,Plumbing and Civil Maintenance,Low,Canteen,Boys Hostel Washroom,0,
CMP-02821,C-204 la current supply illa. Please check pannunga.,c 204 la current supply illa please check pannunga,Electrical and Power,Electrical Maintenance,Low,Campus Building,C-204,0,
CMP-03182,C-204 la lab equipment work aagala. Please check pannunga.,c 204 la lab equipment work aagala please check pannunga,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-204,1,CMP-02438
CMP-03358,Boys Hostel Washroom இல் கழிவறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,boys hostel washroom இல கழ வற ச த தம ச ய யப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Boys Hostel Washroom,1,CMP-00900
CMP-03126,I want to report that the laboratory equipment is not functioning in AI Laboratory.,i want to report that the laboratory equipment is not functioning in ai laboratory,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,AI Laboratory,1,CMP-00993
CMP-01574,Boys Hostel Block B பகுதியில் அறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,boys hostel block b பக த ய ல அற ச த தம ச ய யப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,0,
CMP-03299,Computer Laboratory பகுதியில் மின்விசிறி வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,computer laboratory பக த ய ல ம ன வ ச ற வ ல ச ய யவ ல ல தயவ ச ய த சர ச ய யவ ம,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Computer Laboratory,1,CMP-00276
CMP-00607,There is a problem because the ceiling fan is not working at Hostel Block A.,there is a problem because the ceiling fan is not working at hostel block a,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Hostel Block A,0,
CMP-00871,"Computer Laboratory la classroom ventilation poor ah iruku, immediate ah solve pannunga.",computer laboratory la classroom ventilation poor ah iruku immediate ah solve pannunga,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,Computer Laboratory,0,
CMP-00583,There is a problem because the room door lock is broken at Girls Hostel Block B.,there is a problem because the room door lock is broken at girls hostel block b,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block B,0,
CMP-00800,"Main Canteen la water tank overflow aagudhu, immediate ah solve pannunga.",main canteen la water tank overflow aagudhu immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Main Canteen,0,
CMP-03067,room clean pannala at Boys Hostel Block B. Kindly action edunga.,room clean pannala at boys hostel block b kindly action edunga,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block B,1,CMP-01864
CMP-01926,I want to report that the ceiling fan is not working in Hostel Block A.,i want to report that the ceiling fan is not working in hostel block a,Electrical and Power,Electrical Maintenance,Low,Classroom,Hostel Block A,0,
CMP-00736,குழாயில் தண்ணீர் கசிகிறது பிரச்சனை Engineering Block இடத்தில் உள்ளது.,க ழ ய ல தண ண ர கச க றத ப ரச சன engineering block இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,High,Washroom,Engineering Block,0,
CMP-00034,Urgent attention is needed because garbage has accumulated in Girls Hostel Washroom.,urgent attention is needed because garbage has accumulated in girls hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Canteen,Girls Hostel Washroom,0,
CMP-02689,There is a problem because the ID card request is delayed at Scholarship Office.,there is a problem because the id card request is delayed at scholarship office,Administration and Documents,Administrative Office,High,Office,Scholarship Office,0,
CMP-02249,There is a problem because the toilet is blocked at Main Canteen.,there is a problem because the toilet is blocked at main canteen,Water and Plumbing,Plumbing and Civil Maintenance,Low,Campus Building,Main Canteen,0,
CMP-03121,There is a problem because the hostel room is not cleaned at Boys Hostel Block B.,there is a problem because the hostel room is not cleaned at boys hostel block b,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,1,CMP-01574
CMP-00254,Route 1 Bus Stop பகுதியில் வளாக பேருந்து தாமதமாக வந்தது. தயவுசெய்து சரிசெய்யவும்.,route 1 bus stop பக த ய ல வள க ப ர ந த த மதம க வந தத தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Parking,Route 1 Bus Stop,0,
CMP-00345,Engineering Block area la pipe la water leak aagudhu.,engineering block area la pipe la water leak aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Engineering Block,0,
CMP-02890,Please check the bus is overcrowded at Route 2 Bus Stop.,please check the bus is overcrowded at route 2 bus stop,Transport and Parking,Transport Cell,Low,Parking,Route 2 Bus Stop,0,
CMP-00358,"Route 2 Bus Stop la parking space illa, immediate ah solve pannunga.",route 2 bus stop la parking space illa immediate ah solve pannunga,Transport and Parking,Transport Cell,Medium,Parking,Route 2 Bus Stop,0,
CMP-01444,Hostel Block B பகுதியில் மாணவர் தளம் திறக்கவில்லை. தயவுசெய்து சரிசெய்யவும்.,hostel block b பக த ய ல ம ணவர தளம த றக கவ ல ல தயவ ச ய த சர ச ய யவ ம,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Hostel Block B,0,
CMP-01030,I want to report that garbage has accumulated in Academic Block Corridor.,i want to report that garbage has accumulated in academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Academic Block Corridor,0,
CMP-02464,Route 3 Bus Stop இல் வாகனம் வளாக நுழைவாயிலை மறைத்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,route 3 bus stop இல வ கனம வள க ந ழ வ ய ல மற த த ள ளத உடனட ய க நடவட க க எட க கவ ம,Transport and Parking,Transport Cell,Low,Campus Road,Route 3 Bus Stop,0,
CMP-02448,பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது பிரச்சனை Academic Office இடத்தில் உள்ளது.,ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத ப ரச சன academic office இடத த ல உள ளத,Administration and Documents,Administrative Office,Low,Office,Academic Office,0,
CMP-00475,Please check the washroom tap is broken at Main Canteen.,please check the washroom tap is broken at main canteen,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Main Canteen,0,
CMP-01339,Hostel Block B area la switch damage aagiruku.,hostel block b area la switch damage aagiruku,Electrical and Power,Electrical Maintenance,Low,Classroom,Hostel Block B,0,
CMP-01046,Main Canteen பகுதியில் உணவு சுகாதாரமற்றதாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,main canteen பக த ய ல உணவ ச க த ரமற றத க உள ளத தயவ ச ய த சர ச ய யவ ம,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,0,
CMP-00379,I want to report that an unauthorized person entered the hostel area in Parking Area.,i want to report that an unauthorized person entered the hostel area in parking area,Safety and Security,Security Office,High,Hostel,Parking Area,0,
CMP-00722,parking space illa at Route 1 Bus Stop. Kindly action edunga.,parking space illa at route 1 bus stop kindly action edunga,Transport and Parking,Transport Cell,High,Campus Road,Route 1 Bus Stop,0,
CMP-01140,AI Laboratory la classroom bench broken ah iruku. Please check pannunga.,ai laboratory la classroom bench broken ah iruku please check pannunga,Classroom and Laboratory,Academic Infrastructure,Low,Classroom,AI Laboratory,0,
CMP-01854,"Computer Laboratory la lab equipment work aagala, immediate ah solve pannunga.",computer laboratory la lab equipment work aagala immediate ah solve pannunga,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,0,
CMP-02886,There is a problem because the room door lock is broken at Boys Hostel Block A.,there is a problem because the room door lock is broken at boys hostel block a,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block A,0,
CMP-02656,Urgent attention is needed because the air conditioner is not working in C-204.,urgent attention is needed because the air conditioner is not working in c 204,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,C-204,0,
CMP-00390,water tank overflow aagudhu at Boys Hostel Washroom. Kindly action edunga.,water tank overflow aagudhu at boys hostel washroom kindly action edunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Boys Hostel Washroom,0,
CMP-02213,Please check the ceiling fan is not working at Computer Laboratory.,please check the ceiling fan is not working at computer laboratory,Electrical and Power,Electrical Maintenance,Low,Hostel,Computer Laboratory,0,
CMP-02936,Urgent attention is needed because a vehicle is blocking the campus entrance in Main Parking Area.,urgent attention is needed because a vehicle is blocking the campus entrance in main parking area,Transport and Parking,Transport Cell,Low,Campus Road,Main Parking Area,0,
CMP-02064,food quality poor ah iruku at Main Canteen. Kindly action edunga.,food quality poor ah iruku at main canteen kindly action edunga,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,0,
CMP-02778,Please check there is a bad smell near the waste area at Boys Hostel Washroom.,please check there is a bad smell near the waste area at boys hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Boys Hostel Washroom,0,
CMP-02546,Please check the staircase railing is loose at Campus Road.,please check the staircase railing is loose at campus road,Safety and Security,Security Office,High,Campus Building,Campus Road,0,
CMP-03236,"Route 2 Bus Stop la vehicle campus entrance block pannudhu, immediate ah solve pannunga.",route 2 bus stop la vehicle campus entrance block pannudhu immediate ah solve pannunga,Transport and Parking,Transport Cell,Low,Parking,Route 2 Bus Stop,1,CMP-02890
CMP-03637,Academic Office la marksheet correction pending la iruku. Please check pannunga.,academic office la marksheet correction pending la iruku please check pannunga,Administration and Documents,Administrative Office,Low,Office,Academic Office,1,CMP-02448
CMP-00100,Please check the room has a damaged window at Boys Hostel Block B.,please check the room has a damaged window at boys hostel block b,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,0,
CMP-02196,Boys Hostel Block B la room door lock broken ah iruku. Please check pannunga.,boys hostel block b la room door lock broken ah iruku please check pannunga,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block B,0,
CMP-01785,I want to report that the air conditioner is not working in Electronics Laboratory.,i want to report that the air conditioner is not working in electronics laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Electronics Laboratory,0,
CMP-02518,Please check the dustbin is overflowing at Boys Hostel Washroom.,please check the dustbin is overflowing at boys hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Hostel,Boys Hostel Washroom,0,
CMP-02001,I want to report that the drinking water dispenser is not working in Main Canteen.,i want to report that the drinking water dispenser is not working in main canteen,Food and Canteen,Canteen Committee,Low,Canteen,Main Canteen,0,
CMP-00104,Urgent attention is needed because the electrical switch is damaged in Computer Laboratory.,urgent attention is needed because the electrical switch is damaged in computer laboratory,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Computer Laboratory,0,
CMP-02416,dustbin overflow aagudhu at Library Washroom. Kindly action edunga.,dustbin overflow aagudhu at library washroom kindly action edunga,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Washroom,Library Washroom,0,
CMP-03723,Please check the laboratory equipment is not functioning at Computer Laboratory.,please check the laboratory equipment is not functioning at computer laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,1,CMP-01854
CMP-02458,electrical panel pakkathula water leak aagudhu at Hostel Block B. Kindly action edunga.,electrical panel pakkathula water leak aagudhu at hostel block b kindly action edunga,Safety and Security,Security Office,High,Hostel,Hostel Block B,0,
CMP-00850,Main Canteen இல் தண்ணீர் வழங்கல் இல்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,main canteen இல தண ண ர வழங கல இல ல உடனட ய க நடவட க க எட க கவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Low,Washroom,Main Canteen,0,
CMP-03332,There is a problem because the food quality is poor at Main Canteen.,there is a problem because the food quality is poor at main canteen,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,1,CMP-02064
CMP-01448,மின்விசிறி வேலை செய்யவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,ம ன வ ச ற வ ல ச ய யவ ல ல ப ரச சன hostel block b இடத த ல உள ளத,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Hostel Block B,0,
CMP-01979,Urgent attention is needed because the washroom has not been cleaned in Academic Block Corridor.,urgent attention is needed because the washroom has not been cleaned in academic block corridor,Cleanliness and Waste,Housekeeping and Sanitation,High,Hostel,Academic Block Corridor,0,
CMP-02299,ஜன்னல் சேதமடைந்துள்ளது பிரச்சனை Girls Hostel Block B இடத்தில் உள்ளது.,ஜன னல ச தமட ந த ள ளத ப ரச சன girls hostel block b இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block B,0,
CMP-02806,"Hostel Mess la canteen service romba slow ah iruku, immediate ah solve pannunga.",hostel mess la canteen service romba slow ah iruku immediate ah solve pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,0,
CMP-02494,Urgent attention is needed because there is no parking space available in Main Parking Area.,urgent attention is needed because there is no parking space available in main parking area,Transport and Parking,Transport Cell,Medium,Parking,Main Parking Area,0,
CMP-03006,Electronics Laboratory இல் வகுப்பறை மேசை உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,electronics laboratory இல வக ப பற ம ச உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Electronics Laboratory,1,CMP-01785
CMP-03808,Urgent attention is needed because the internet connection is very slow in Hostel Block B.,urgent attention is needed because the internet connection is very slow in hostel block b,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Hostel Block B,1,CMP-01444
CMP-01484,"Campus Road la staircase railing loose ah iruku, immediate ah solve pannunga.",campus road la staircase railing loose ah iruku immediate ah solve pannunga,Safety and Security,Security Office,High,Campus Building,Campus Road,0,
CMP-01810,Please check the food quality is poor at Main Canteen.,please check the food quality is poor at main canteen,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,0,
CMP-00792,College Entrance la bus romba crowded ah iruku. Please check pannunga.,college entrance la bus romba crowded ah iruku please check pannunga,Transport and Parking,Transport Cell,Medium,Parking,College Entrance,0,
CMP-00295,I want to report that the room door lock is broken in Girls Hostel Block A.,i want to report that the room door lock is broken in girls hostel block a,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block A,0,
CMP-03715,Campus Road area la campus street light work aagala.,campus road area la campus street light work aagala,Safety and Security,Security Office,High,Campus Building,Campus Road,1,CMP-02546
CMP-00835,Main Canteen பகுதியில் நடைபாதை அழுக்காக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,main canteen பக த ய ல நட ப த அழ க க க உள ளத தயவ ச ய த சர ச ய யவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Main Canteen,0,
CMP-00902,Urgent attention is needed because there is no water supply in Engineering Block.,urgent attention is needed because there is no water supply in engineering block,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Engineering Block,0,
CMP-02824,garbage accumulate aagiruku at Library Washroom. Kindly action edunga.,garbage accumulate aagiruku at library washroom kindly action edunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Library Washroom,0,
CMP-02202,unauthorized person hostel area la vandhirukanga at Engineering Block. Kindly action edunga.,unauthorized person hostel area la vandhirukanga at engineering block kindly action edunga,Safety and Security,Security Office,High,Parking,Engineering Block,0,
CMP-03222,Please check there is a broken glass panel at Campus Road.,please check there is a broken glass panel at campus road,Safety and Security,Security Office,High,Campus Building,Campus Road,1,CMP-01484
CMP-00869,I want to report that there is no water supply in Hostel Block B.,i want to report that there is no water supply in hostel block b,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Hostel Block B,0,
CMP-01806,I want to report that the toilet is blocked in Boys Hostel Washroom.,i want to report that the toilet is blocked in boys hostel washroom,Water and Plumbing,Plumbing and Civil Maintenance,High,Canteen,Boys Hostel Washroom,0,
CMP-00478,I want to report that the tube light is flickering in Hostel Block B.,i want to report that the tube light is flickering in hostel block b,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Hostel Block B,0,
CMP-03114,தண்ணீர் வழங்கல் இல்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,தண ண ர வழங கல இல ல ப ரச சன hostel block b இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Hostel Block B,1,CMP-00869
CMP-03076,Hostel Block B area la switch damage aagiruku.,hostel block b area la switch damage aagiruku,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Hostel Block B,1,CMP-01448
CMP-03730,Main Canteen area la canteen service romba slow ah iruku.,main canteen area la canteen service romba slow ah iruku,Food and Canteen,Canteen Committee,Low,Canteen,Main Canteen,1,CMP-02001
CMP-02872,bus route notice illama change pannitanga at Main Parking Area. Kindly action edunga.,bus route notice illama change pannitanga at main parking area kindly action edunga,Transport and Parking,Transport Cell,Medium,Parking,Main Parking Area,0,
CMP-02485,Parking Area area la corridor dirty ah iruku.,parking area area la corridor dirty ah iruku,Cleanliness and Waste,Housekeeping and Sanitation,Critical,Canteen,Parking Area,0,
CMP-02120,Girls Hostel Block A இல் ஜன்னல் சேதமடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,girls hostel block a இல ஜன னல ச தமட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block A,0,
CMP-01011,Urgent attention is needed because the toilet is blocked in Hostel Block B.,urgent attention is needed because the toilet is blocked in hostel block b,Water and Plumbing,Plumbing and Civil Maintenance,High,Hostel,Hostel Block B,0,
CMP-02590,I want to report that the canteen service is very slow in Hostel Mess.,i want to report that the canteen service is very slow in hostel mess,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,0,
CMP-02841,corridor dirty ah iruku at Parking Area. Kindly action edunga.,corridor dirty ah iruku at parking area kindly action edunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Parking Area,0,
CMP-03849,Girls Hostel Block A பகுதியில் அறை கதவு பூட்டு உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,girls hostel block a பக த ய ல அற கதவ ப ட ட உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block A,1,CMP-00295
CMP-01867,Hostel Block A la water tank overflow aagudhu. Please check pannunga.,hostel block a la water tank overflow aagudhu please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Hostel Block A,0,
CMP-00847,Please check the hostel room is not cleaned at Girls Hostel Block B.,please check the hostel room is not cleaned at girls hostel block b,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block B,0,
CMP-00929,There is a problem because the corridor light is not working at C-305.,there is a problem because the corridor light is not working at c 305,Electrical and Power,Electrical Maintenance,Medium,Campus Building,C-305,0,
CMP-03011,Hostel Block B பகுதியில் மின்பலகையின் அருகில் தண்ணீர் கசிகிறது. தயவுசெய்து சரிசெய்யவும்.,hostel block b பக த ய ல ம ன பலக ய ன அர க ல தண ண ர கச க றத தயவ ச ய த சர ச ய யவ ம,Safety and Security,Security Office,High,Hostel,Hostel Block B,1,CMP-02458
CMP-02388,Route 2 Bus Stop பகுதியில் நிறுத்துமிடம் கிடைக்கவில்லை. தயவுசெய்து சரிசெய்யவும்.,route 2 bus stop பக த ய ல ந ற த த ம டம க ட க கவ ல ல தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Parking,Route 2 Bus Stop,0,
CMP-01540,Computer Laboratory area la classroom ventilation poor ah iruku.,computer laboratory area la classroom ventilation poor ah iruku,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,0,
CMP-02718,கண்ணாடி பலகம் உடைந்துள்ளது பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,கண ண ட பலகம உட ந த ள ளத ப ரச சன hostel block b இடத த ல உள ளத,Safety and Security,Security Office,Critical,Parking,Hostel Block B,0,
CMP-00551,Urgent attention is needed because there is no water supply in Boys Hostel Washroom.,urgent attention is needed because there is no water supply in boys hostel washroom,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Boys Hostel Washroom,0,
CMP-00540,I want to report that the room door lock is broken in Girls Hostel Block A.,i want to report that the room door lock is broken in girls hostel block a,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block A,0,
CMP-03224,மின்விசிறி வேலை செய்யவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,ம ன வ ச ற வ ல ச ய யவ ல ல ப ரச சன hostel block b இடத த ல உள ளத,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Hostel Block B,1,CMP-00478
CMP-03198,Parking Area பகுதியில் கழிவறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,parking area பக த ய ல கழ வற ச த தம ச ய யப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Critical,Canteen,Parking Area,1,CMP-02485
CMP-03014,water supply varala at Engineering Block. Kindly action edunga.,water supply varala at engineering block kindly action edunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Engineering Block,1,CMP-00902
CMP-03774,There is a problem because water is leaking near an electrical panel at Hostel Block B.,there is a problem because water is leaking near an electrical panel at hostel block b,Safety and Security,Security Office,Critical,Parking,Hostel Block B,1,CMP-02718
CMP-00084,Computer Laboratory பகுதியில் வகுப்பறை மேசை உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,computer laboratory பக த ய ல வக ப பற ம ச உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,Computer Laboratory,0,
CMP-01963,Urgent attention is needed because the projector is not displaying in Electronics Laboratory.,urgent attention is needed because the projector is not displaying in electronics laboratory,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,Electronics Laboratory,0,
CMP-02189,I want to report that the washroom has not been cleaned in Library Washroom.,i want to report that the washroom has not been cleaned in library washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Library Washroom,0,
CMP-01947,Urgent attention is needed because there is a bad smell near the waste area in Library Washroom.,urgent attention is needed because there is a bad smell near the waste area in library washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Library Washroom,0,
CMP-01185,Girls Hostel Block A la room door lock broken ah iruku. Please check pannunga.,girls hostel block a la room door lock broken ah iruku please check pannunga,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block A,0,
CMP-03793,Library Washroom பகுதியில் கழிவறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,library washroom பக த ய ல கழ வற ச த தம ச ய யப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Library Washroom,1,CMP-01947
CMP-00714,I want to report that the bus route was changed without notice in Route 2 Bus Stop.,i want to report that the bus route was changed without notice in route 2 bus stop,Transport and Parking,Transport Cell,High,Parking,Route 2 Bus Stop,0,
CMP-00632,"Hostel Block B la water supply varala, immediate ah solve pannunga.",hostel block b la water supply varala immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Canteen,Hostel Block B,0,
CMP-01251,Route 1 Bus Stop இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,route 1 bus stop இல வள க ப ர ந த த மதம க வந தத உடனட ய க நடவட க க எட க கவ ம,Transport and Parking,Transport Cell,Medium,Parking,Route 1 Bus Stop,0,
CMP-02942,Please check the washroom has not been cleaned at Girls Hostel Washroom.,please check the washroom has not been cleaned at girls hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Canteen,Girls Hostel Washroom,0,
CMP-00612,Urgent attention is needed because the marksheet correction request is pending in Examination Cell.,urgent attention is needed because the marksheet correction request is pending in examination cell,Administration and Documents,Administrative Office,Medium,Office,Examination Cell,0,
CMP-00918,நிறுத்துமிடம் கிடைக்கவில்லை பிரச்சனை Route 2 Bus Stop இடத்தில் உள்ளது.,ந ற த த ம டம க ட க கவ ல ல ப ரச சன route 2 bus stop இடத த ல உள ளத,Transport and Parking,Transport Cell,High,Parking,Route 2 Bus Stop,0,
CMP-00505,There is a problem because the room door lock is broken at Girls Hostel Block B.,there is a problem because the room door lock is broken at girls hostel block b,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,0,
CMP-02406,Girls Hostel Washroom பகுதியில் குப்பை குவிந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,girls hostel washroom பக த ய ல க ப ப க வ ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Hostel,Girls Hostel Washroom,0,
CMP-02101,I want to report that the washroom has not been cleaned in Main Canteen.,i want to report that the washroom has not been cleaned in main canteen,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Main Canteen,0,
CMP-00591,College Entrance la parking space illa. Please check pannunga.,college entrance la parking space illa please check pannunga,Transport and Parking,Transport Cell,Medium,Parking,College Entrance,0,
CMP-03357,There is a problem because the toilet is blocked at Hostel Block A.,there is a problem because the toilet is blocked at hostel block a,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Hostel Block A,1,CMP-01867
CMP-02904,cupboard lock work aagala at Girls Hostel Block A. Kindly action edunga.,cupboard lock work aagala at girls hostel block a kindly action edunga,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block A,0,
CMP-01636,"Girls Hostel Block B la mattress damage aagiruku, immediate ah solve pannunga.",girls hostel block b la mattress damage aagiruku immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block B,0,
CMP-01675,bus romba crowded ah iruku at Route 2 Bus Stop. Kindly action edunga.,bus romba crowded ah iruku at route 2 bus stop kindly action edunga,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,0,
CMP-03154,"Girls Hostel Block B la room door lock broken ah iruku, immediate ah solve pannunga.",girls hostel block b la room door lock broken ah iruku immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block B,1,CMP-00847
CMP-00107,I want to report that the scholarship application status is not updated in Academic Office.,i want to report that the scholarship application status is not updated in academic office,Administration and Documents,Administrative Office,Low,Office,Academic Office,0,
CMP-02048,"Girls Hostel Washroom la waste area pakkathula bad smell iruku, immediate ah solve pannunga.",girls hostel washroom la waste area pakkathula bad smell iruku immediate ah solve pannunga,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Girls Hostel Washroom,0,
CMP-02728,Please check the washroom has not been cleaned at Library Washroom.,please check the washroom has not been cleaned at library washroom,Cleanliness and Waste,Housekeeping and Sanitation,Critical,Canteen,Library Washroom,0,
CMP-01029,Urgent attention is needed because the campus bus arrived late in Main Parking Area.,urgent attention is needed because the campus bus arrived late in main parking area,Transport and Parking,Transport Cell,Medium,Parking,Main Parking Area,0,
