complaint_id,created_at,complaint_text,category,language,actual_is_duplicate,actual_duplicate_of_id,top_match_id,top_similarity,candidate_ids,original_rank,top1_exact_original_match,top5_exact_original_match
CMP-00084,2026-02-14 09:42:00,Computer Laboratory பகுதியில் வகுப்பறை மேசை உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Classroom and Laboratory,ta,0,,CMP-03506,0.9484,CMP-03506|CMP-03354|CMP-03188|CMP-03061|CMP-02733,,0,0
CMP-01774,2026-02-14 12:30:00,There is a problem because there is a broken glass panel at Parking Area.,Safety and Security,en,0,,CMP-03380,0.8103,CMP-03380|CMP-00500|CMP-02959|CMP-02322|CMP-00859,,0,0
CMP-02958,2026-02-14 14:00:00,Student Service Centre பகுதியில் அடையாள அட்டை கோரிக்கை தாமதமாகிறது. தயவுசெய்து சரிசெய்யவும்.,Administration and Documents,ta,0,,CMP-03091,0.8836,CMP-03091|CMP-01991|CMP-02448|CMP-01549|CMP-03078,,0,0
CMP-01963,2026-02-14 16:17:00,Urgent attention is needed because the projector is not displaying in Electronics Laboratory.,Classroom and Laboratory,en,0,,CMP-02136,0.9774,CMP-02136|CMP-03400|CMP-03294|CMP-01761|CMP-02929,,0,0
CMP-02189,2026-02-14 16:40:00,I want to report that the washroom has not been cleaned in Library Washroom.,Cleanliness and Waste,en,0,,CMP-03584,0.9123,CMP-03584|CMP-02698|CMP-00900|CMP-01372|CMP-02180,,0,0
CMP-01666,2026-02-14 17:00:00,Urgent attention is needed because the hostel room is not cleaned in Girls Hostel Block A.,Hostel and Accommodation,en,0,,CMP-00962,0.9376,CMP-00962|CMP-00727|CMP-01252|CMP-00877|CMP-00694,,0,0
CMP-01947,2026-02-14 17:10:00,Urgent attention is needed because there is a bad smell near the waste area in Library Washroom.,Cleanliness and Waste,en,0,,CMP-01982,1.0,CMP-01982|CMP-00748|CMP-03577|CMP-01123|CMP-01663,,0,0
CMP-00795,2026-02-14 17:27:00,There is a problem because water is leaking near an electrical panel at Parking Area.,Safety and Security,en,0,,CMP-00080,0.9151,CMP-00080|CMP-01711|CMP-03774|CMP-01232|CMP-03419,,0,0
CMP-01185,2026-02-14 18:53:00,Girls Hostel Block A la room door lock broken ah iruku. Please check pannunga.,Hostel and Accommodation,ta_en,0,,CMP-00008,0.9138,CMP-00008|CMP-01829|CMP-02196|CMP-03690|CMP-00295,,0,0
CMP-00809,2026-02-14 19:57:00,Urgent attention is needed because the bus route was changed without notice in Route 1 Bus Stop.,Transport and Parking,en,0,,CMP-01458,0.7368,CMP-01458|CMP-00402|CMP-03408|CMP-03878|CMP-01323,,0,0
CMP-03531,2026-02-15 03:49:00,North Canteen area la food quality poor ah iruku.,Food and Canteen,ta_en,1,CMP-00998,CMP-00600,1.0,CMP-00600|CMP-03112|CMP-02064|CMP-02238|CMP-01088,,0,0
CMP-00933,2026-02-15 08:38:00,window damage aagiruku at Hostel Room 312. Kindly action edunga.,Hostel and Accommodation,ta_en,0,,CMP-01501,0.9081,CMP-01501|CMP-00887|CMP-02820|CMP-00100|CMP-03245,,0,0
CMP-03793,2026-02-15 10:26:00,Library Washroom பகுதியில் கழிவறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,Cleanliness and Waste,ta,1,CMP-01947,CMP-02698,1.0,CMP-02698|CMP-02828|CMP-03364|CMP-02189|CMP-02143,,0,0
CMP-00714,2026-02-15 11:36:00,I want to report that the bus route was changed without notice in Route 2 Bus Stop.,Transport and Parking,en,0,,CMP-00402,0.9165,CMP-00402|CMP-03408|CMP-01438|CMP-02558|CMP-01458,,0,0
CMP-00632,2026-02-15 11:45:00,"Hostel Block B la water supply varala, immediate ah solve pannunga.",Water and Plumbing,ta_en,0,,CMP-03017,0.9637,CMP-03017|CMP-00156|CMP-01867|CMP-03337|CMP-03011,,0,0
CMP-01251,2026-02-15 11:57:00,Route 1 Bus Stop இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Transport and Parking,ta,0,,CMP-00254,0.9658,CMP-00254|CMP-01401|CMP-02700|CMP-02766|CMP-02076,,0,0
CMP-02942,2026-02-15 12:10:00,Please check the washroom has not been cleaned at Girls Hostel Washroom.,Cleanliness and Waste,en,0,,CMP-03060,1.0,CMP-03060|CMP-01372|CMP-02180|CMP-00900|CMP-03558,,0,0
CMP-03862,2026-02-15 12:21:00,Girls Hostel Block A இல் அறை கதவு பூட்டு உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Hostel and Accommodation,ta,1,CMP-01666,CMP-03034,0.9721,CMP-03034|CMP-02120|CMP-01553|CMP-03849|CMP-03883,,0,0
CMP-00612,2026-02-15 13:45:00,Urgent attention is needed because the marksheet correction request is pending in Examination Cell.,Administration and Documents,en,0,,CMP-00626,1.0,CMP-00626|CMP-01796|CMP-02851|CMP-00949|CMP-03038,,0,0
CMP-00918,2026-02-15 14:18:00,நிறுத்துமிடம் கிடைக்கவில்லை பிரச்சனை Route 2 Bus Stop இடத்தில் உள்ளது.,Transport and Parking,ta,0,,CMP-02163,0.9674,CMP-02163|CMP-02388|CMP-02266|CMP-00454|CMP-02766,,0,0
CMP-00505,2026-02-15 14:38:00,There is a problem because the room door lock is broken at Girls Hostel Block B.,Hostel and Accommodation,en,0,,CMP-00583,1.0,CMP-00583|CMP-00540|CMP-00295|CMP-01829|CMP-02886,,0,0
CMP-02406,2026-02-15 14:39:00,Girls Hostel Washroom பகுதியில் குப்பை குவிந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Cleanliness and Waste,ta,0,,CMP-01897,0.953,CMP-01897|CMP-02232|CMP-00314|CMP-03558|CMP-02012,,0,0
CMP-00260,2026-02-15 15:37:00,pipe la water leak aagudhu at Boys Hostel Washroom. Kindly action edunga.,Water and Plumbing,ta_en,0,,CMP-00665,0.9053,CMP-00665|CMP-00390|CMP-02100|CMP-02308|CMP-03679,,0,0
CMP-02101,2026-02-15 16:48:00,I want to report that the washroom has not been cleaned in Main Canteen.,Cleanliness and Waste,en,0,,CMP-02257,0.9122,CMP-02257|CMP-02189|CMP-01372|CMP-02180|CMP-00900,,0,0
CMP-00591,2026-02-15 20:51:00,College Entrance la parking space illa. Please check pannunga.,Transport and Parking,ta_en,0,,CMP-01469,0.7917,CMP-01469|CMP-01816|CMP-03176|CMP-02456|CMP-00792,,0,0
CMP-03357,2026-02-16 06:36:00,There is a problem because the toilet is blocked at Hostel Block A.,Water and Plumbing,en,1,CMP-01867,CMP-02696,0.978,CMP-02696|CMP-00162|CMP-01011|CMP-02956|CMP-02249,,0,0
CMP-03323,2026-02-16 06:55:00,There is a problem because the bonafide certificate request is pending at Student Service Centre.,Administration and Documents,en,1,CMP-02958,CMP-00053,0.8636,CMP-00053|CMP-02460|CMP-00886|CMP-00680|CMP-03368,,0,0
CMP-02756,2026-02-16 08:00:00,I want to report that there is a power outage in Computer Laboratory.,Electrical and Power,en,0,,CMP-02685,0.9192,CMP-02685|CMP-03258|CMP-03061|CMP-02733|CMP-01069,,0,0
CMP-02904,2026-02-16 08:32:00,cupboard lock work aagala at Girls Hostel Block A. Kindly action edunga.,Hostel and Accommodation,ta_en,0,,CMP-01135,0.802,CMP-01135|CMP-03135|CMP-00938|CMP-01252|CMP-01185,,0,0
CMP-00981,2026-02-16 08:40:00,Please check the scholarship application status is not updated at Academic Office.,Administration and Documents,en,0,,CMP-03818,0.9771,CMP-03818|CMP-01607|CMP-00202|CMP-03796|CMP-02254,,0,0
CMP-01636,2026-02-16 08:45:00,"Girls Hostel Block B la mattress damage aagiruku, immediate ah solve pannunga.",Hostel and Accommodation,ta_en,0,,CMP-01953,0.9386,CMP-01953|CMP-03582|CMP-01289|CMP-00877|CMP-00887,,0,0
CMP-01675,2026-02-16 08:56:00,bus romba crowded ah iruku at Route 2 Bus Stop. Kindly action edunga.,Transport and Parking,ta_en,0,,CMP-00477,0.9053,CMP-00477|CMP-03640|CMP-00547|CMP-02890|CMP-02592,,0,0
CMP-03154,2026-02-16 09:02:00,"Girls Hostel Block B la room door lock broken ah iruku, immediate ah solve pannunga.",Hostel and Accommodation,ta_en,1,CMP-00847,CMP-01185,0.9395,CMP-01185|CMP-02196|CMP-03690|CMP-00008|CMP-00583,,0,0
CMP-01524,2026-02-16 09:38:00,There is a problem because a vehicle is blocking the campus entrance at Route 2 Bus Stop.,Transport and Parking,en,0,,CMP-00476,0.9403,CMP-00476|CMP-02141|CMP-00918|CMP-02163|CMP-00454,,0,0
CMP-00107,2026-02-16 11:21:00,I want to report that the scholarship application status is not updated in Academic Office.,Administration and Documents,en,0,,CMP-02254,0.9222,CMP-02254|CMP-00981|CMP-03818|CMP-01607|CMP-00202,,0,0
CMP-02048,2026-02-16 11:55:00,"Girls Hostel Washroom la waste area pakkathula bad smell iruku, immediate ah solve pannunga.",Cleanliness and Waste,ta_en,0,,CMP-01404,0.9605,CMP-01404|CMP-01090|CMP-02569|CMP-03383|CMP-02778,,0,0
CMP-02728,2026-02-16 14:26:00,Please check the washroom has not been cleaned at Library Washroom.,Cleanliness and Waste,en,0,,CMP-03584,1.0,CMP-03584|CMP-02189|CMP-03793|CMP-02698|CMP-02828,,0,0
CMP-01029,2026-02-16 15:57:00,Urgent attention is needed because the campus bus arrived late in Main Parking Area.,Transport and Parking,en,0,,CMP-00361,1.0,CMP-00361|CMP-01307|CMP-02191|CMP-03278|CMP-00178,,0,0
CMP-00324,2026-02-16 17:42:00,There is a problem because a vehicle is blocking the campus entrance at College Entrance.,Transport and Parking,en,0,,CMP-01524,0.8529,CMP-01524|CMP-00476|CMP-01469|CMP-01580|CMP-02456,,0,0
CMP-02816,2026-02-16 18:01:00,"Examination Cell la fee payment portal la update aagala, immediate ah solve pannunga.",Administration and Documents,ta_en,0,,CMP-03280,1.0,CMP-03280|CMP-01348|CMP-00973|CMP-01579|CMP-01917,,0,0
CMP-00721,2026-02-16 18:27:00,current supply illa at Computer Laboratory. Kindly action edunga.,Electrical and Power,ta_en,0,,CMP-03275,1.0,CMP-03275|CMP-00195|CMP-02038|CMP-03257|CMP-01844,,0,0
CMP-03411,2026-02-16 19:39:00,நடைபாதை அழுக்காக உள்ளது பிரச்சனை Girls Hostel Washroom இடத்தில் உள்ளது.,Cleanliness and Waste,ta,1,CMP-02048,CMP-02406,0.9489,CMP-02406|CMP-00314|CMP-01897|CMP-03558|CMP-02232,,0,0
CMP-01383,2026-02-16 19:52:00,Please check the corridor is dirty at Girls Hostel Washroom.,Cleanliness and Waste,en,0,,CMP-01124,0.87,CMP-01124|CMP-01392|CMP-03411|CMP-02406|CMP-01831,,0,0
CMP-02495,2026-02-16 19:53:00,Please check the food price is incorrect at Main Canteen.,Food and Canteen,en,0,,CMP-01810,0.8188,CMP-01810|CMP-02297|CMP-02385|CMP-00447|CMP-01245,,0,0
CMP-00767,2026-02-16 20:20:00,"AI Laboratory la lab equipment work aagala, immediate ah solve pannunga.",Classroom and Laboratory,ta_en,0,,CMP-01854,0.9297,CMP-01854|CMP-01309|CMP-01080|CMP-03257|CMP-03866,,0,0
CMP-02479,2026-02-16 20:43:00,I want to report that the cupboard lock is not working in Boys Hostel Block A.,Hostel and Accommodation,en,0,,CMP-02548,0.9909,CMP-02548|CMP-01128|CMP-03135|CMP-00650|CMP-00531,,0,0
CMP-00654,2026-02-16 20:48:00,pipe la water leak aagudhu at Hostel Block B. Kindly action edunga.,Water and Plumbing,ta_en,0,,CMP-01118,0.8875,CMP-01118|CMP-00260|CMP-02458|CMP-03837|CMP-02839,,0,0
CMP-03047,2026-02-16 22:23:00,Parking Area la campus street light work aagala. Please check pannunga.,Safety and Security,ta_en,1,CMP-00795,CMP-01816,1.0,CMP-01816|CMP-03664|CMP-03715|CMP-00591|CMP-01618,,0,0
CMP-03817,2026-02-17 00:43:00,Route 1 Bus Stop la parking space illa. Please check pannunga.,Transport and Parking,ta_en,1,CMP-00809,CMP-00722,0.8702,CMP-00722|CMP-00358|CMP-02903|CMP-02872|CMP-03466,,0,0
CMP-03306,2026-02-17 02:20:00,I want to report that a vehicle is blocking the campus entrance in Route 2 Bus Stop.,Transport and Parking,en,1,CMP-01675,CMP-01524,0.9381,CMP-01524|CMP-02141|CMP-00476|CMP-00324|CMP-03466,,0,0
CMP-03320,2026-02-17 08:23:00,Route 2 Bus Stop இல் வளாக பேருந்து தாமதமாக வந்தது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Transport and Parking,ta,1,CMP-01524,CMP-02766,1.0,CMP-02766|CMP-00454|CMP-02266|CMP-02163|CMP-01251,,0,0
CMP-01689,2026-02-17 08:48:00,Hostel Block B area la campus street light work aagala.,Safety and Security,ta_en,0,,CMP-01618,0.9399,CMP-01618|CMP-03715|CMP-01085|CMP-03664|CMP-03752,,0,0
CMP-03301,2026-02-17 09:57:00,There is a problem because the bus is overcrowded at Route 2 Bus Stop.,Transport and Parking,en,1,CMP-00918,CMP-02890,0.9081,CMP-02890|CMP-02963|CMP-02616|CMP-03878|CMP-01323,,0,0
CMP-02835,2026-02-17 10:16:00,Please check the water tank is overflowing at Boys Hostel Washroom.,Water and Plumbing,en,0,,CMP-00864,0.9313,CMP-00864|CMP-02308|CMP-00390|CMP-02518|CMP-01638,,0,0
CMP-02425,2026-02-17 10:46:00,campus street light work aagala at Library Entrance. Kindly action edunga.,Safety and Security,ta_en,0,,CMP-03664,0.8585,CMP-03664|CMP-01618|CMP-03715|CMP-01689|CMP-02119,,0,0
CMP-01114,2026-02-17 11:26:00,I want to report that the bus route was changed without notice in Route 3 Bus Stop.,Transport and Parking,en,0,,CMP-00714,0.9374,CMP-00714|CMP-01458|CMP-03408|CMP-00402|CMP-01438,,0,0
CMP-00802,2026-02-17 11:53:00,There is a problem because the bonafide certificate request is pending at Scholarship Office.,Administration and Documents,en,0,,CMP-03323,0.9078,CMP-03323|CMP-00886|CMP-00680|CMP-00053|CMP-02689,,0,0
CMP-02011,2026-02-17 13:35:00,There is a problem because the corridor is dirty at Parking Area.,Cleanliness and Waste,en,0,,CMP-02485,0.8407,CMP-02485|CMP-00371|CMP-02841|CMP-00166|CMP-03198,,0,0
CMP-02749,2026-02-17 14:24:00,I want to report that the mattress is damaged in Hostel Room 214.,Hostel and Accommodation,en,0,,CMP-03321,0.8911,CMP-03321|CMP-02043|CMP-01567|CMP-01639|CMP-01289,,0,0
CMP-01641,2026-02-17 14:53:00,"Parking Area la washroom clean pannala, immediate ah solve pannunga.",Cleanliness and Waste,ta_en,0,,CMP-01965,0.9047,CMP-01965|CMP-03256|CMP-02781|CMP-00371|CMP-03137,,0,0
CMP-00499,2026-02-17 15:43:00,Hostel Block C பகுதியில் தண்ணீர் வழங்கல் இல்லை. தயவுசெய்து சரிசெய்யவும்.,Water and Plumbing,ta,0,,CMP-01303,0.9543,CMP-01303|CMP-03114|CMP-03065|CMP-03622|CMP-02632,,0,0
CMP-01828,2026-02-17 16:27:00,There is a problem because the Wi-Fi is not working at Central Library Reading Hall.,Wi-Fi and IT Services,en,0,,CMP-01649,1.0,CMP-01649|CMP-03264|CMP-00210|CMP-00334|CMP-02941,,0,0
CMP-01164,2026-02-17 18:58:00,Please check the water tank is overflowing at Hostel Block A.,Water and Plumbing,en,0,,CMP-01374,1.0,CMP-01374|CMP-01332|CMP-01315|CMP-02835|CMP-01867,,0,0
CMP-02738,2026-02-17 19:18:00,There is a problem because the tube light is flickering at Engineering Block.,Electrical and Power,en,0,,CMP-01658,1.0,CMP-01658|CMP-01931|CMP-01384|CMP-01092|CMP-00816,,0,0
CMP-02502,2026-02-17 19:38:00,"AI Laboratory la internet romba slow ah iruku, immediate ah solve pannunga.",Wi-Fi and IT Services,ta_en,0,,CMP-03732,1.0,CMP-03732|CMP-02242|CMP-01766|CMP-00767|CMP-01854,,0,0
CMP-00150,2026-02-17 19:55:00,Please check the room has a damaged window at Girls Hostel Block B.,Hostel and Accommodation,en,0,,CMP-03245,0.9933,CMP-03245|CMP-00100|CMP-02820|CMP-00259|CMP-01829,,0,0
CMP-01368,2026-02-17 20:04:00,"C-305 la classroom bench broken ah iruku, immediate ah solve pannunga.",Classroom and Laboratory,ta_en,0,,CMP-01493,0.9019,CMP-01493|CMP-00089|CMP-02530|CMP-01140|CMP-00891,,0,0
CMP-03401,2026-02-18 02:26:00,Boys Hostel Washroom area la water supply varala.,Water and Plumbing,ta_en,1,CMP-02835,CMP-02100,0.9341,CMP-02100|CMP-02308|CMP-03679|CMP-02012|CMP-01392,,0,0
CMP-00082,2026-02-18 09:54:00,Hostel Block A பகுதியில் கழிவறை குழாய் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,Water and Plumbing,ta,0,,CMP-01515,0.8803,CMP-01515|CMP-01481|CMP-00570|CMP-01777|CMP-03337,,0,0
CMP-00289,2026-02-18 09:59:00,"Girls Hostel Block A la mattress damage aagiruku, immediate ah solve pannunga.",Hostel and Accommodation,ta_en,0,,CMP-01636,0.9884,CMP-01636|CMP-01953|CMP-03582|CMP-03154|CMP-00877,,0,0
CMP-02908,2026-02-18 11:01:00,North Canteen area la food hygiene illa.,Food and Canteen,ta_en,0,,CMP-01364,1.0,CMP-01364|CMP-02538|CMP-00213|CMP-01293|CMP-02729,,0,0
CMP-02457,2026-02-18 12:38:00,I want to report that an unauthorized person entered the hostel area in Hostel Block B.,Safety and Security,en,0,,CMP-02035,0.9265,CMP-02035|CMP-00379|CMP-01255|CMP-02210|CMP-02982,,0,0
CMP-00749,2026-02-18 14:44:00,"Boys Hostel Block A la cupboard lock work aagala, immediate ah solve pannunga.",Hostel and Accommodation,ta_en,0,,CMP-01135,1.0,CMP-01135|CMP-00008|CMP-03874|CMP-02196|CMP-03690,,0,0
CMP-02957,2026-02-18 14:49:00,Hostel Room 214 la window damage aagiruku. Please check pannunga.,Hostel and Accommodation,ta_en,0,,CMP-00887,0.9331,CMP-00887|CMP-00933|CMP-00716|CMP-02820|CMP-01953,,0,0
CMP-01154,2026-02-18 16:16:00,Please check there is no water supply at Hostel Block B.,Water and Plumbing,en,0,,CMP-00869,0.9327,CMP-00869|CMP-03114|CMP-03065|CMP-03622|CMP-02632,,0,0
CMP-03630,2026-02-18 17:32:00,North Canteen இல் உணவின் தரம் மோசமாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Food and Canteen,ta,1,CMP-02908,CMP-03348,0.9333,CMP-03348|CMP-01623|CMP-00063|CMP-02465|CMP-03756,,0,0
CMP-02565,2026-02-18 17:51:00,I want to report that the food appears unhygienic in Hostel Mess.,Food and Canteen,en,0,,CMP-02361,0.9347,CMP-02361|CMP-01282|CMP-00015|CMP-00191|CMP-03565,,0,0
CMP-00168,2026-02-18 19:07:00,Central Library இல் மாணவர் தளம் திறக்கவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,Wi-Fi and IT Services,ta,0,,CMP-02318,0.9034,CMP-02318|CMP-03721|CMP-00078|CMP-02573|CMP-02419,,0,0
CMP-02356,2026-02-18 19:23:00,"C-305 la projector display varala, immediate ah solve pannunga.",Classroom and Laboratory,ta_en,0,,CMP-03443,0.9602,CMP-03443|CMP-03292|CMP-00987|CMP-00801|CMP-01485,,0,0
CMP-00532,2026-02-18 20:17:00,வாகனம் வளாக நுழைவாயிலை மறைத்துள்ளது பிரச்சனை Route 2 Bus Stop இடத்தில் உள்ளது.,Transport and Parking,ta,0,,CMP-02163,0.9691,CMP-02163|CMP-00918|CMP-02266|CMP-02388|CMP-00454,,0,0
CMP-01571,2026-02-18 20:49:00,Urgent attention is needed because the electrical switch is damaged in Computer Laboratory.,Electrical and Power,en,0,,CMP-00104,1.0,CMP-00104|CMP-01737|CMP-02881|CMP-02111|CMP-03168,,0,0
CMP-03018,2026-02-19 03:38:00,Urgent attention is needed because the campus bus arrived late in Route 2 Bus Stop.,Transport and Parking,en,1,CMP-00532,CMP-02191,0.9695,CMP-02191|CMP-01029|CMP-00361|CMP-02368|CMP-02442,,0,0
CMP-03261,2026-02-19 07:07:00,Computer Laboratory பகுதியில் மின்சாரம் இல்லை. தயவுசெய்து சரிசெய்யவும்.,Electrical and Power,ta,1,CMP-01571,CMP-01887,0.8692,CMP-01887|CMP-03299|CMP-03061|CMP-02733|CMP-00514,,0,0
CMP-00443,2026-02-19 08:01:00,Main Canteen la washroom tap broken ah iruku. Please check pannunga.,Water and Plumbing,ta_en,0,,CMP-00475,0.8453,CMP-00475|CMP-01408|CMP-03790|CMP-01352|CMP-00243,,0,0
CMP-02455,2026-02-19 08:06:00,AC work aagala at Computer Laboratory. Kindly action edunga.,Classroom and Laboratory,ta_en,0,,CMP-01844,0.9009,CMP-01844|CMP-03257|CMP-00721|CMP-03275|CMP-00195,,0,0
CMP-00848,2026-02-19 08:31:00,Student Service Centre இல் பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,Administration and Documents,ta,0,,CMP-03091,0.85,CMP-03091|CMP-01767|CMP-00960|CMP-01224|CMP-02958,,0,0
CMP-01824,2026-02-19 08:44:00,There is a problem because the air conditioner is not working at AI Laboratory.,Classroom and Laboratory,en,0,,CMP-00406,0.885,CMP-00406|CMP-02263|CMP-03025|CMP-01785|CMP-02648,,0,0
CMP-02264,2026-02-19 09:21:00,campus street light work aagala at Library Entrance. Kindly action edunga.,Safety and Security,ta_en,0,,CMP-02425,1.0,CMP-02425|CMP-03664|CMP-01618|CMP-03715|CMP-01689,,0,0
CMP-02662,2026-02-19 10:12:00,There is a problem because the marksheet correction request is pending at Academic Office.,Administration and Documents,en,0,,CMP-02460,0.9263,CMP-02460|CMP-03038|CMP-01796|CMP-02851|CMP-00949,,0,0
CMP-00995,2026-02-19 11:38:00,"Main Canteen la water tank overflow aagudhu, immediate ah solve pannunga.",Water and Plumbing,ta_en,0,,CMP-00800,1.0,CMP-00800|CMP-03270|CMP-00156|CMP-01619|CMP-01867,,0,0
CMP-02488,2026-02-19 11:38:00,Examination Cell பகுதியில் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,Administration and Documents,ta,0,,CMP-03815,0.9463,CMP-03815|CMP-01062|CMP-00117|CMP-00419|CMP-03188,,0,0
CMP-00360,2026-02-19 12:52:00,Please check the mattress is damaged at Hostel Room 214.,Hostel and Accommodation,en,0,,CMP-02749,0.9664,CMP-02749|CMP-03321|CMP-02043|CMP-01289|CMP-01790,,0,0
CMP-03441,2026-02-19 14:10:00,அடையாள அட்டை கோரிக்கை தாமதமாகிறது பிரச்சனை Scholarship Office இடத்தில் உள்ளது.,Administration and Documents,ta,1,CMP-00802,CMP-01272,0.8656,CMP-01272|CMP-02448|CMP-01549|CMP-02666|CMP-00355,,0,0
CMP-01969,2026-02-19 16:45:00,There is a problem because the washroom has not been cleaned at Library Washroom.,Cleanliness and Waste,en,0,,CMP-02828,0.9128,CMP-02828|CMP-03793|CMP-02698|CMP-02189|CMP-03584,,0,0
CMP-01257,2026-02-19 16:57:00,Accounts Office la ID card request delay aagudhu. Please check pannunga.,Administration and Documents,ta_en,0,,CMP-00730,0.9215,CMP-00730|CMP-02261|CMP-02036|CMP-02888|CMP-03313,,0,0
CMP-02071,2026-02-19 18:17:00,மின்பலகையின் அருகில் தண்ணீர் கசிகிறது பிரச்சனை Main Gate இடத்தில் உள்ளது.,Safety and Security,ta,0,,CMP-01818,1.0,CMP-01818|CMP-03522|CMP-01423|CMP-03011|CMP-01288,,0,0
CMP-02934,2026-02-19 19:25:00,மின்சார சுவிட்ச் சேதமடைந்துள்ளது பிரச்சனை Hostel Block A இடத்தில் உள்ளது.,Electrical and Power,ta,0,,CMP-00570,0.9656,CMP-00570|CMP-00645|CMP-02510|CMP-01507|CMP-02909,,0,0
CMP-00608,2026-02-20 08:11:00,Hostel Block A பகுதியில் இணைய இணைப்பு மிகவும் மெதுவாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,Wi-Fi and IT Services,ta,0,,CMP-03449,0.7988,CMP-03449|CMP-01628|CMP-00570|CMP-01777|CMP-02934,,0,0
CMP-01915,2026-02-20 08:39:00,Computer Laboratory la ERP login aagala. Please check pannunga.,Wi-Fi and IT Services,ta_en,0,,CMP-01309,0.7366,CMP-01309|CMP-03889|CMP-02038|CMP-00801|CMP-01854,,0,0
CMP-01560,2026-02-20 08:41:00,Please check a vehicle is blocking the campus entrance at Main Parking Area.,Transport and Parking,en,0,,CMP-02936,0.8864,CMP-02936|CMP-02141|CMP-03306|CMP-00324|CMP-01469,,0,0
CMP-02792,2026-02-20 09:01:00,Please check the ERP login is failing at Computer Laboratory.,Wi-Fi and IT Services,en,0,,CMP-01127,0.8669,CMP-01127|CMP-01188|CMP-03655|CMP-03802|CMP-01915,,0,0
CMP-00597,2026-02-20 10:21:00,Hostel Block A பகுதியில் மின்சாரம் இல்லை. தயவுசெய்து சரிசெய்யவும்.,Electrical and Power,ta,0,,CMP-01735,1.0,CMP-01735|CMP-01376|CMP-02910|CMP-01481|CMP-01390,,0,0
CMP-01256,2026-02-20 10:22:00,There is a problem because garbage has accumulated at Library Washroom.,Cleanliness and Waste,en,0,,CMP-02828,0.9169,CMP-02828|CMP-02143|CMP-00748|CMP-03793|CMP-02698,,0,0
CMP-03681,2026-02-20 12:09:00,அறை கதவு பூட்டு உடைந்துள்ளது பிரச்சனை Hostel Room 214 இடத்தில் உள்ளது.,Hostel and Accommodation,ta,1,CMP-02957,CMP-00946,1.0,CMP-00946|CMP-00114|CMP-02341|CMP-02290|CMP-01472,,0,0
CMP-02059,2026-02-20 12:57:00,bonafide certificate request pending la iruku at Scholarship Office. Kindly action edunga.,Administration and Documents,ta_en,0,,CMP-00908,0.9221,CMP-00908|CMP-03368|CMP-00886|CMP-00053|CMP-00802,,0,0
CMP-00503,2026-02-20 13:12:00,Engineering Block area la electrical panel pakkathula water leak aagudhu.,Safety and Security,ta_en,0,,CMP-00345,0.8984,CMP-00345|CMP-02458|CMP-03837|CMP-02839|CMP-03687,,0,0
CMP-03654,2026-02-20 14:19:00,AI Laboratory பகுதியில் இணைய இணைப்பு மிகவும் மெதுவாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,Wi-Fi and IT Services,ta,1,CMP-02502,CMP-02242,0.94,CMP-02242|CMP-01080|CMP-01766|CMP-02502|CMP-03732,4.0,0,1
CMP-00794,2026-02-20 14:37:00,There is a problem because the bonafide certificate request is pending at Accounts Office.,Administration and Documents,en,0,,CMP-00680,0.909,CMP-00680|CMP-00802|CMP-03323|CMP-01587|CMP-00886,,0,0
CMP-02375,2026-02-20 14:56:00,"Campus Road la unauthorized person hostel area la vandhirukanga, immediate ah solve pannunga.",Safety and Security,ta_en,0,,CMP-02742,0.8199,CMP-02742|CMP-02436|CMP-00664|CMP-02982|CMP-02202,,0,0
CMP-03718,2026-02-20 15:22:00,Please check the toilet is blocked at Main Canteen.,Water and Plumbing,en,1,CMP-00443,CMP-02249,0.9183,CMP-02249|CMP-00162|CMP-00919|CMP-02696|CMP-03357,,0,0
CMP-01277,2026-02-20 15:50:00,"Boys Hostel Washroom la pipe la water leak aagudhu, immediate ah solve pannunga.",Water and Plumbing,ta_en,0,,CMP-00665,1.0,CMP-00665|CMP-00260|CMP-02308|CMP-00216|CMP-02012,,0,0
CMP-00671,2026-02-20 19:41:00,There is a problem because the bus route was changed without notice at Route 2 Bus Stop.,Transport and Parking,en,0,,CMP-01458,0.9175,CMP-01458|CMP-00714|CMP-00918|CMP-02163|CMP-00532,,0,0
